,order_line_id,order_id,date_id,order_date,customer_id,product_id,category,seller_id,seller_rating,location_id_x,delivery_person_id,payment_id,campaign_id,fulfillment_id,quantity,unit_price,discount_percentage,tax_percentage,shipping_fee,expected_delivery_date,actual_delivery_date,delivery_rating,order_status,return_flag,refund_amount,return_date,customer_rating,review_text,sentiment_score,delivery_delay_days,delivery_sla_days,gross_amount,discount_amount,tax_amount,net_amount,product_name,brand,first_name,email_x,phone_number_x,marital_status,payment_method,payment_provider,description,seller_name,email_y,phone_number_y,join_date,location_id_y,rating,category_focus,bank_name,bank_account_number,ifsc_code,delivery_person_name,phone_number,gender,date_of_joining,employment_type,vehicle_type,location_id,state,city,postal_code,region,latitude,longitude,area_type,location_category
863,OL00000864,ORD0172640,2025-04-15,2025-04-15,CUST023976,PROD000107,Clothing,SELL2330,3.7,LOC0002,DEL01120,PAY011,CAMP0031,FUL002,1,799,6.45,5.0,86.64,2025-04-17,2025-04-17,4.1,Completed,False,0.0,,3.5,Color looks exactly like the pictures.,0.84,0,2,799,51.5355,39.95,874.0545000000001,Graphic Tee Round Neck,H&M,anaya,anayadara@gmail.com,+91 68628 85913,Married,Wallet,Paytm,Payment via Paytm (Wallet),Ray-Ben,ray-ben@gmail.com,+91 60604 24020,2024-05-26,LOC0099,2.7,Clothing,HDFC Bank,1390810000000,HDFC6569848,Neysa D’Alia,+91 81878 66298,Female,2024-01-08,Full-Time,EV Bike,LOC0002,Maharashtra,Pune,771469,West,35.757534,90.08951,Urban,Tier-1
864,OL00000865,ORD0384259,2026-02-21,2026-02-21,CUST025138,PROD000632,Groceries,SELL0109,4.7,LOC0009,DEL05063,PAY003,CAMP0095,FUL003,1,199,4.41,5.0,215.79,2026-02-22,2026-02-23,3.8,Completed,False,0.0,,3.6,Good quality and authentic taste.,0.48,1,1,199,8.7759,9.95,415.9641,Imported Kiwi Pack of 6,Zespri,jayan,jayankapoor1472@gmail.com,+91 94003 19134,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),Gill LLC,gillllc@gmail.com,+91 95137 16426,2026-01-26,LOC0053,1.3,Groceries,Punjab National Bank,5097220000000,PUNB6121916,Aaina Shenoy,+91 95017 03156,Female,2021-09-07,Contract,Scooter,LOC0009,Maharashtra,Amravati,780004,West,17.226433,78.368188,Semi-Urban,Tier-3
865,OL00000866,ORD0233663,2026-03-09,2026-03-09,CUST071565,PROD000613,Groceries,SELL1146,4.4,LOC0056,DEL05246,PAY014,CAMP0006,FUL002,2,50,4.34,5.0,86.64,2026-03-11,2026-03-11,4.7,Completed,False,0.0,,4.0,Consistent quality every time.,0.53,0,2,100,4.34,5.0,187.3,Britannia NutriChoice Oatmeal Cookies,Britannia,adira,adirazacharia@gmail.com,+91 77615 14978,Single,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),Walia PLC,waliaplc@gmail.com,+91 70557 69227,2023-11-28,LOC0016,4.6,Groceries,IndusInd Bank,96146914084,INDB3884751,Khushi Dhaliwal,+91 89566 56147,Female,2022-02-14,Full-Time,Scooter,LOC0056,Madhya Pradesh,Jabalpur,909878,Central,32.956654,79.136926,Semi-Urban,Tier-3
866,OL00000867,ORD0029711,2026-02-21,2026-02-21,CUST044821,PROD000778,Baby,SELL3168,4.4,LOC0101,DEL00633,PAY014,CAMP0107,FUL002,4,799,4.97,5.0,86.64,2026-02-23,2026-02-23,4.8,Completed,False,0.0,,3.3,Reliable and worth the price.,0.96,0,2,3196,158.8412,159.8,3283.5988,Baby Sunscreen SPF 50+,Banana Boat Baby,jayesh,jayeshandra6800@gmail.com,+91 68591 44668,Single,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Ramanathan, Dhar and Boase",ramanathandharandboase@gmail.com,+91 98588 54974,2025-01-14,LOC0030,4.9,Baby,Bank of Baroda,5750817170,BARB4405201,Neysa Cherian,+91 93750 50618,Male,2021-04-07,Contract,EV Bike,LOC0101,Goa,Mapusa,380557,South,32.225768,85.789724,Semi-Urban,Tier-3
867,OL00000868,ORD0287450,2025-09-14,2025-09-14,CUST033707,PROD000456,Sports,SELL1473,3.934731896884441,LOC0036,DEL05363,PAY004,CAMP0053,FUL003,4,699,1.67,5.0,215.79,2025-09-15,2025-09-15,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,1,2796,46.6932,139.8,3104.8968,Badminton Shuttlecock Pack of 6,Yonex,hazel,hazeldhar@gmail.com,+91 84282 15842,Married,Debit Card,Visa,Payment via Visa (Debit Card),Goda-Basu,goda-basu480@gmail.com,+91 97370 37077,2022-08-23,LOC0073,1.5,Sports,Punjab National Bank,284030000000,PUNB9367052,Bhamini Hans,+91 97239 69901,Male,2025-01-19,Contract,Van,LOC0036,West Bengal,Asansol,175435,East,14.436021,91.336977,Semi-Urban,Tier-3
868,OL00000869,ORD0011165,2026-02-28,2026-02-28,CUST005729,PROD000007,Electronics,SELL1372,4.6,LOC0102,DEL03062,PAY006,CAMP0167,FUL003,1,27999,2.21,5.0,215.79,2026-03-01,2026-03-02,3.6,Completed,False,0.0,,4.7,Great value for money with solid features.,0.59,1,1,27999,618.7779,1399.95,28995.9621,Realme 12 Pro+,Realme,dhruv,dhruvsoman@gmail.com,+91 93079 40413,Married,Debit Card,RuPay,Payment via RuPay (Debit Card),Sodhi-Singh,sodhi-singh5081@gmail.com,+91 71792 23083,2021-09-21,LOC0070,1.7,Electronics,HDFC Bank,60530200000000,HDFC4223409,Raghav Shah,+91 79997 70085,Female,2023-11-22,Contract,EV Bike,LOC0102,Odisha,Bhubaneswar,385322,East,26.2276,89.859603,Urban,Tier-2
869,OL00000870,ORD0343253,2025-08-21,2025-08-21,CUST036620,PROD001259,Office Supplies,SELL3532,4.1,LOC0027,DEL02986,PAY010,CAMP0189,FUL001,4,299,2.49,5.0,46.27,2025-08-26,2025-08-26,4.4,Completed,False,0.0,,3.8,Improves productivity.,0.4,0,5,1196,29.780400000000004,59.8,1272.2895999999998,Ruled Pad A4 100 Sheets 5-Pack,Classmate,kavya,kavyakade@gmail.com,+91 93816 19193,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),Bhardwaj-Dugal,bhardwaj-dugal@gmail.com,+91 94984 85397,2024-07-23,LOC0093,4.1,Office Supplies,State Bank of India,4116040000000,SBIN7964778,Riya Rajan,+91 69334 56954,Male,2021-08-15,Full-Time,Scooter,LOC0027,Uttar Pradesh,Agra,697363,North,29.779398,88.596481,Urban,Tier-2
870,OL00000871,ORD0332668,2025-08-03,2025-08-03,CUST083708,PROD000426,Sports,SELL0313,4.2,LOC0074,DEL02913,PAY003,CAMP0167,FUL002,5,4999,5.43,5.0,86.64,2025-08-05,2025-08-06,3.5,Completed,False,0.0,,4.1,Good grip and excellent finish.,0.48,1,2,24995,1357.2285000000002,1249.75,24974.1615,Hydration Pack 15L,CamelBak,nehmat,nehmathora@gmail.com,+91 94216 17965,Single,Credit Card,RuPay,Payment via RuPay (Credit Card),"Char, Soni and Shere",charsoniandshere@gmail.com,+91 74328 72065,2024-09-22,LOC0068,2.0,Sports,ICICI Bank,192148000000,ICIC2134841,Mahika Subramaniam,+91 74335 54018,Male,2023-12-15,Contract,Van,LOC0074,Bihar,Gaya,577366,East,35.722304,74.068178,Semi-Urban,Tier-3
871,OL00000872,ORD0265236,2026-01-21,2026-01-21,CUST065195,PROD000971,Jewellery,SELL2824,3.9,LOC0043,DEL00598,PAY009,CAMP0073,FUL001,1,1150000,8.17,5.0,46.27,2026-01-26,2026-01-26,4.4,Completed,False,0.0,,3.4,Perfect size and comfortable to wear.,0.9,0,5,1150000,93955.0,57500.0,1113591.27,Submariner Date Automatic,Rolex,manjari,manjarikhosla@gmail.com,+91 78203 85301,Single,UPI,Paytm,Payment via Paytm (UPI),"Tiwari, Kunda and Srinivasan",tiwarikundaandsrinivasan@gmail.com,+91 71078 92235,2023-10-21,LOC0032,2.2,Jewellery,Kotak Mahindra Bank,19410489420,KKBK9015251,Alisha Basu,+91 63096 63991,Male,2022-01-16,Full-Time,EV Bike,LOC0043,Gujarat,Gandhinagar,240540,West,36.317882,86.553047,Semi-Urban,Tier-3
872,OL00000873,ORD0160196,2025-10-04,2025-10-04,CUST084107,PROD000564,Automotive,SELL3605,3.7,LOC0018,DEL03742,PAY005,CAMP0113,FUL002,4,1799,1.74,5.0,86.64,2025-10-06,2025-10-06,4.8,Completed,False,0.0,,4.3,Excellent compatibility and finish.,0.6,0,2,7196,125.2104,359.8,7517.229600000001,Leg Guard Stainless Steel,Libra,anahi,anahidivan@gmail.com,+91 68884 87682,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Thakkar LLC,thakkarllc703@gmail.com,+91 62553 19536,2021-12-07,LOC0069,4.6,Automotive,Kotak Mahindra Bank,62952547332,KKBK9918408,Faiyaz Rege,+91 82272 34735,Female,2023-11-26,Full-Time,Bike,LOC0018,Tamil Nadu,Coimbatore,462993,South,34.661759,95.660613,Urban,Tier-2
873,OL00000874,ORD0366761,2025-07-20,2025-07-20,CUST025045,PROD000608,Groceries,SELL3069,4.0,LOC0065,DEL06456,PAY009,CAMP0133,FUL001,1,649,8.88,5.0,46.27,2025-07-25,2025-07-27,1.9,Completed,False,0.0,,4.1,Consistent quality every time.,0.83,2,5,649,57.63120000000001,32.45,670.0888,Nescafe Classic Tin 200g,Nescafe,siya,siyashan@gmail.com,+91 76139 99596,Single,UPI,Paytm,Payment via Paytm (UPI),Dada-Kaur,dada-kaur@gmail.com,+91 74119 34627,2021-06-18,LOC0039,4.4,Groceries,ICICI Bank,360509000000,ICIC2716658,Advika Bhavsar,+91 92642 98489,Male,2024-02-18,Contract,Bike,LOC0065,Kerala,Palakkad,533379,South,22.49128,80.25995,Semi-Urban,Tier-3
874,OL00000875,ORD0156231,2026-02-06,2026-02-06,CUST000763,PROD000487,Toys,SELL3606,3.9,LOC0097,DEL02091,PAY006,CAMP0085,FUL003,5,799,1.06,5.0,215.79,2026-02-07,2026-02-09,2.4,Completed,False,0.0,,4.8,Kids absolutely loved it.,0.59,2,1,3995,42.347,199.75,4368.193,Stacking Rings Wooden,Hape,zeeshan,zeeshankalita@gmail.com,+91 98233 08433,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),"Kale, Chakrabarti and Vohra",kalechakrabartiandvohra@gmail.com,+91 81223 08302,2022-08-21,LOC0021,3.1,Toys,ICICI Bank,1055831509,ICIC9223293,Zain Mannan,+91 74253 03445,Male,2026-03-29,Contract,Scooter,LOC0097,Delhi,Saket,117496,North,21.543682,84.575608,Semi-Urban,Tier-3
875,OL00000876,ORD0163921,2025-04-25,2025-04-25,CUST066087,PROD000904,Stationery,SELL1714,3.934731896884441,LOC0099,DEL03806,PAY012,CAMP0100,FUL002,1,199,4.48,5.0,86.64,2025-04-27,2025-04-27,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,2,199,8.9152,9.95,286.6748,Self-Adhesive Googly Eyes Assorted,Baker Ross,eshani,eshanichawla7272@gmail.com,+91 91740 86588,Married,Wallet,Amazon Pay,Payment via Amazon Pay (Wallet),Bahl-Mann,bahl-mann8804@gmail.com,+91 79226 55998,2022-02-02,LOC0094,3.4,Stationery,IndusInd Bank,3381310000000,INDB7070259,Shray Chaudhry,+91 77214 80473,Male,2022-07-27,Contract,Bike,LOC0099,Goa,Margao,145010,South,27.466464,69.138819,Semi-Urban,Tier-3
876,OL00000877,ORD0007613,2025-12-08,2025-12-08,CUST032465,PROD000506,Toys,SELL2818,3.9,LOC0097,DEL01628,PAY009,CAMP0201,FUL003,2,5999,1.58,5.0,215.79,2025-12-09,2025-12-11,1.5,Completed,False,0.0,,4.9,Good quality and worth buying.,0.92,2,1,11998,189.5684,599.9,12624.1216,Transformers Optimus Prime,Hasbro,nayantara,nayantarasarkar@gmail.com,+91 85696 35565,Single,UPI,Paytm,Payment via Paytm (UPI),Chowdhury-Mammen,chowdhury-mammen@gmail.com,+91 93577 21846,2023-01-28,LOC0108,2.7,Toys,Punjab National Bank,75696800000000,PUNB4628612,Veer Raja,+91 96602 76743,Female,2025-03-23,Contract,Bike,LOC0097,Delhi,Saket,117496,North,21.543682,84.575608,Semi-Urban,Tier-3
877,OL00000878,ORD0057314,2025-04-04,2025-04-04,CUST015432,PROD000129,Clothing,SELL1728,3.6,LOC0085,DEL07381,PAY006,CAMP0180,FUL003,5,1299,3.59,5.0,215.79,2025-04-05,2025-04-07,1.5,Completed,False,0.0,,3.2,Fabric quality is soft and breathable.,0.54,2,1,6495,233.1705,324.75,6802.3695,Swimming Costume,Speedo,kiaan,kiaanrege@gmail.com,+91 86859 02014,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),Dash Ltd,dashltd@gmail.com,+91 64391 73455,2025-11-23,LOC0055,4.4,Clothing,ICICI Bank,7661721312,ICIC4519957,Jiya Dasgupta,+91 90408 52057,Male,2024-02-12,Contract,Scooter,LOC0085,Assam,Nagaon,790145,East,31.658707,90.383025,Semi-Urban,Tier-3
878,OL00000879,ORD0131032,2025-06-19,2025-06-19,CUST072472,PROD000657,Groceries,SELL3564,2.1,LOC0018,DEL02305,PAY008,CAMP0160,FUL001,4,199,0.73,5.0,46.27,2025-06-24,2025-06-26,1.2,Returned,True,-46.27,2025-06-28,1.4,Expired product,-0.92,2,5,796,5.8108,39.8,876.2592,Banana Walnut Muffin Pack of 4,Dunzo Bakery,rhea,rheathakur1562@gmail.com,+91 98309 81102,Married,UPI,Google Pay,Payment via Google Pay (UPI),"Keer, Madan and Viswanathan",keermadanandviswanathan@gmail.com,+91 76969 61191,2023-12-23,LOC0029,1.7,Groceries,ICICI Bank,109205000000,ICIC6548950,Kiaan Kata,+91 77039 25864,Male,2025-01-31,Full-Time,Van,LOC0018,Tamil Nadu,Coimbatore,462993,South,34.661759,95.660613,Urban,Tier-2
879,OL00000880,ORD0393220,2025-08-28,2025-08-28,CUST060547,PROD000640,Groceries,SELL0971,4.6,LOC0007,DEL00128,PAY014,CAMP0052,FUL003,3,199,1.08,5.0,215.79,2025-08-29,2025-08-29,4.6,Completed,False,0.0,,4.0,Consistent quality every time.,0.43,0,1,597,6.4476,29.85,836.1924,Watermelon Whole,Fresho,seher,seherkade7208@gmail.com,+91 64211 69151,Single,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Hayre, Sarkar and Majumdar",hayresarkarandmajumdar@gmail.com,+91 63189 17149,2022-10-19,LOC0031,1.3,Groceries,Punjab National Bank,613915000000,PUNB3885162,Kimaya Garde,+91 88568 45484,Male,2024-03-18,Contract,Van,LOC0007,Maharashtra,Kolhapur,609596,West,19.042691,74.245301,Semi-Urban,Tier-3
880,OL00000881,ORD0277550,2025-12-27,2025-12-27,CUST000884,PROD001027,Footwear,SELL1064,4.0,LOC0062,DEL05301,PAY004,CAMP0038,FUL001,2,8499,5.6,5.0,46.27,2026-01-01,2026-01-02,3.2,Completed,False,0.0,,5.0,Stylish and well-designed.,0.17,1,5,16998,951.888,849.9,16942.282000000003,New Balance 574 Core,New Balance,parinaaz,parinaazvenkataraman@gmail.com,+91 86928 10432,Single,Debit Card,Visa,Payment via Visa (Debit Card),Gulati Inc,gulatiinc@gmail.com,+91 67030 07283,2022-08-05,LOC0086,5.0,Footwear,ICICI Bank,598103000000,ICIC9339076,Darshit Chowdhury,+91 95777 57918,Female,2021-08-31,Full-Time,Scooter,LOC0062,Kerala,Kozhikode,986186,South,16.594143,79.659457,Urban,Tier-2
881,OL00000882,ORD0101767,2026-03-07,2026-03-07,CUST023177,PROD001123,Music & Instruments,SELL4176,4.6,LOC0102,DEL03931,PAY014,CAMP0193,FUL001,2,69999,4.11,5.0,46.27,2026-03-12,2026-03-12,4.3,Completed,False,0.0,,4.8,Easy to play and beginner-friendly.,0.44,0,5,139998,5753.9178,6999.9,141290.2522,TD-1DMK V-Drums Electronic,Roland,jhanvi,jhanvimagar6153@gmail.com,+91 99730 22764,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),Jhaveri-Kapadia,jhaveri-kapadia@gmail.com,+91 93816 15780,2023-09-27,LOC0037,1.9,Music & Instruments,IndusInd Bank,5245822361,INDB9945863,Gokul Gulati,+91 66127 26301,Female,2025-08-14,Full-Time,EV Bike,LOC0102,Odisha,Bhubaneswar,385322,East,26.2276,89.859603,Urban,Tier-2
882,OL00000883,ORD0325916,2025-06-22,2025-06-22,CUST078532,PROD001191,Gaming,SELL1530,4.2,LOC0099,DEL00413,PAY007,CAMP0117,FUL002,2,59999,3.94,5.0,86.64,2025-06-24,2025-06-24,4.1,Completed,False,0.0,,4.9,Excellent graphics and immersive experience.,0.76,0,2,119998,4727.9212,5999.9,121356.6188,Quest 3 512GB Standalone VR,Meta,tara,taradewan4023@gmail.com,+91 74485 92427,Single,UPI,PhonePe,Payment via PhonePe (UPI),"Shan, Srinivasan and Reddy",shansrinivasanandreddy9792@gmail.com,+91 94091 75409,2022-07-20,LOC0038,1.8,Gaming,HDFC Bank,84531898453,HDFC8733589,Manjari Bala,+91 62864 01488,Female,2024-04-01,Full-Time,EV Bike,LOC0099,Goa,Margao,145010,South,27.466464,69.138819,Semi-Urban,Tier-3
883,OL00000884,ORD0025442,2025-06-17,2025-06-17,CUST041866,PROD000235,Home,SELL4557,1.8,LOC0062,DEL00377,PAY007,CAMP0115,FUL002,4,899,9.75,5.0,86.64,2025-06-19,2025-06-19,4.4,Returned,True,-86.64,2025-06-21,1.0,Poor build quality,-0.35,0,2,3596,350.61,179.8,3511.83,LED Strip Light 5M,Syska,adira,adiravohra5525@gmail.com,+91 84530 82721,Married,UPI,PhonePe,Payment via PhonePe (UPI),Golla PLC,gollaplc7453@gmail.com,+91 83066 86951,2022-10-10,LOC0033,2.6,Home,Canara Bank,9235694099,CNRB9248477,Hridaan Biswas,+91 78947 01035,Female,2023-10-07,Contract,Scooter,LOC0062,Kerala,Kozhikode,986186,South,16.594143,79.659457,Urban,Tier-2
884,OL00000885,ORD0189368,2025-10-03,2025-10-03,CUST090219,PROD000876,Stationery,SELL1248,4.6,LOC0021,DEL01610,PAY008,CAMP0186,FUL003,1,499,0.78,5.0,215.79,2025-10-04,2025-10-04,4.5,Completed,False,0.0,,4.2,High-quality paper and binding.,0.55,0,1,499,3.8922,24.95,735.8478,Charcoal Drawing Set 20pcs,Generals,oorja,oorjachatterjee4357@gmail.com,+91 83519 33628,Married,UPI,Google Pay,Payment via Google Pay (UPI),"Singhal, Bala and Ratta",singhalbalaandratta3763@gmail.com,+91 82776 86307,2022-02-17,LOC0069,4.4,Stationery,Union Bank of India,1317059814,UBIN8966388,Yakshit Mann,+91 91450 39042,Male,2025-10-17,Contract,Van,LOC0021,Tamil Nadu,Tiruchirappalli,258689,South,20.402553,72.683612,Semi-Urban,Tier-3
885,OL00000886,ORD0161811,2026-02-08,2026-02-08,CUST058026,PROD000110,Clothing,SELL1148,3.934731896884441,LOC0083,DEL03910,PAY013,CAMP0004,FUL002,2,2499,0.32,5.0,86.64,2026-02-10,2026-02-10,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,2,4998,15.9936,249.9,5318.5464,Linen Kurta,Manyavar,tiya,tiyaagarwal@gmail.com,+91 92882 10191,Divorced,Wallet,PhonePe,Payment via PhonePe (Wallet),Bal-Bora,bal-bora3759@gmail.com,+91 98688 48767,2025-09-06,LOC0039,3.4,Clothing,Canara Bank,33753148124,CNRB4367309,Ojas Shroff,+91 62530 06008,Male,2025-04-10,Full-Time,Bike,LOC0083,Assam,Silchar,912127,East,10.622355,80.035653,Semi-Urban,Tier-3
886,OL00000887,ORD0262092,2026-01-04,2026-01-04,CUST081244,PROD000339,Books,SELL2900,4.4,LOC0054,DEL01009,PAY006,CAMP0148,FUL002,4,599,5.4,5.0,86.64,2026-01-06,2026-01-07,3.5,Completed,False,0.0,,4.9,Great addition to my collection.,0.4,1,2,2396,129.384,119.8,2473.056,A Little Life,Hanya Yanagihara / Picador,ishaan,ishaanchander@gmail.com,+91 88337 01584,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),"Madan, Deshmukh and Luthra",madandeshmukhandluthra@gmail.com,+91 93825 04089,2022-03-08,LOC0060,2.7,Books,Punjab National Bank,931541000000,PUNB3265235,Nayantara Dube,+91 63085 49373,Female,2025-10-22,Full-Time,Bike,LOC0054,Madhya Pradesh,Indore,760168,Central,11.031856,70.759766,Urban,Tier-2
887,OL00000888,ORD0143984,2025-12-30,2025-12-30,CUST058381,PROD001017,Footwear,SELL0694,2.4,LOC0064,DEL04302,PAY005,CAMP0127,FUL002,3,3999,8.49,5.0,86.64,2026-01-01,2026-01-01,4.9,Returned,True,-86.64,2026-01-03,2.1,Size mismatch,-0.97,0,2,11997,1018.5453,599.85,11664.9447,Cricket Spike Shoes,SG,pranay,pranaysampath@gmail.com,+91 87626 83075,Married,Debit Card,Mastercard,Payment via Mastercard (Debit Card),"Chaudry, Saran and Saha",chaudrysaranandsaha1298@gmail.com,+91 69076 73961,2025-08-08,LOC0015,4.0,Footwear,IndusInd Bank,39188300000000,INDB9026497,Gatik Bedi,+91 98077 43107,Male,2023-06-28,Contract,EV Bike,LOC0064,Kerala,Alappuzha,365084,South,21.827462,81.120069,Semi-Urban,Tier-3
888,OL00000889,ORD0269058,2025-08-09,2025-08-09,CUST083765,PROD000542,Toys,SELL4404,4.1,LOC0030,DEL04997,PAY003,CAMP0194,FUL002,4,41999,1.68,5.0,86.64,2025-08-11,2025-08-11,4.6,Completed,False,0.0,,4.5,"Safe, sturdy, and well-designed.",0.78,0,2,167996,2822.3328,8399.8,173660.1072,DJI Mini 3 Drone,DJI,ehsaan,ehsaanshan8368@gmail.com,+91 91806 20722,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),Warrior Ltd,warriorltd8957@gmail.com,+91 60252 34423,2024-08-09,LOC0064,3.9,Toys,Axis Bank,95451100000000,UTIB5342229,Jayesh Lala,+91 93761 88596,Male,2023-09-01,Full-Time,Bike,LOC0030,Uttar Pradesh,Noida,522344,North,30.365537,87.77081,Semi-Urban,Tier-3
889,OL00000890,ORD0339722,2025-12-19,2025-12-19,CUST079674,PROD000673,Groceries,SELL1890,4.2,LOC0075,DEL05664,PAY002,CAMP0034,FUL003,4,249,7.72,5.0,215.79,2025-12-20,2025-12-20,4.0,Completed,False,0.0,,3.2,Good quality and authentic taste.,0.97,0,1,996,76.8912,49.8,1184.6988,Fish Fingers 300g,Godrej Yummiez,parinaaz,parinaazahluwalia@gmail.com,+91 95929 37962,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Datta LLC,dattallc@gmail.com,+91 64916 57450,2022-11-22,LOC0078,2.7,Groceries,IndusInd Bank,7569724942,INDB1679288,Sahil Chanda,+91 67180 15691,Female,2023-02-05,Full-Time,EV Bike,LOC0075,Bihar,Bhagalpur,983411,East,19.956371,96.098797,Semi-Urban,Tier-3
890,OL00000891,ORD0248287,2025-11-02,2025-11-02,CUST075867,PROD000508,Toys,SELL3527,4.2,LOC0065,DEL00646,PAY003,CAMP0173,FUL001,5,1499,3.96,5.0,46.27,2025-11-07,2025-11-07,4.5,Completed,False,0.0,,4.3,Good quality and worth buying.,0.18,0,5,7495,296.802,374.75,7619.218000000001,"He-Man Masterverse 7""",Mattel,anaya,anayarama8348@gmail.com,+91 81657 72968,Single,Credit Card,RuPay,Payment via RuPay (Credit Card),Cheema Inc,cheemainc@gmail.com,+91 79145 06569,2023-02-01,LOC0092,4.9,Toys,ICICI Bank,391575000000,ICIC6546945,Adah Dutt,+91 80850 80671,Male,2021-12-14,Contract,Bike,LOC0065,Kerala,Palakkad,533379,South,22.49128,80.25995,Semi-Urban,Tier-3
891,OL00000892,ORD0209742,2025-06-26,2025-06-26,CUST037423,PROD000291,Beauty,SELL3984,4.8,LOC0092,DEL03583,PAY005,CAMP0003,FUL001,1,8500,2.12,5.0,46.27,2025-07-01,2025-07-01,4.3,Completed,False,0.0,,4.1,Genuine product with great results.,0.98,0,5,8500,180.2,425.0,8791.07,Sauvage EDT 100ml,Dior,amira,amirakeer@gmail.com,+91 74221 96581,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Biswas-Kota,biswas-kota7502@gmail.com,+91 61898 71601,2022-09-19,LOC0060,4.8,Beauty,ICICI Bank,13331900000000,ICIC8177184,Trisha Chowdhury,+91 61859 58879,Female,2025-06-19,Full-Time,Scooter,LOC0092,Punjab,Bathinda,272724,North,13.149433,81.263689,Semi-Urban,Tier-3
892,OL00000893,ORD0321154,2026-03-30,2026-03-30,CUST050379,PROD000497,Toys,SELL1692,5.0,LOC0096,DEL00655,PAY006,CAMP0105,FUL002,2,499,2.97,5.0,86.64,2026-04-01,2026-04-02,3.1,Completed,False,0.0,,4.8,Kids absolutely loved it.,0.49,1,2,998,29.640600000000003,49.9,1104.8994,Abacus Counting Beads,Skillofun,aniruddh,aniruddhraman3064@gmail.com,+91 98449 41883,Married,Debit Card,RuPay,Payment via RuPay (Debit Card),Gulati-Kumer,gulati-kumer@gmail.com,+91 85150 63881,2023-05-09,LOC0061,1.8,Toys,Canara Bank,71474315023,CNRB5773042,Adah Chaudry,+91 65091 11394,Female,2024-03-28,Full-Time,Bike,LOC0096,Delhi,Rohini,230102,North,16.631311,87.096169,Semi-Urban,Tier-3
893,OL00000894,ORD0216531,2026-02-18,2026-02-18,CUST014013,PROD001017,Footwear,SELL0322,4.5,LOC0057,DEL05453,PAY008,CAMP0055,FUL002,2,3999,4.81,5.0,86.64,2026-02-20,2026-02-20,4.9,Completed,False,0.0,,4.6,Good grip and durable sole.,0.16,0,2,7998,384.7038,399.9,8099.8362,Cricket Spike Shoes,SG,aaryahi,aaryahitandon@gmail.com,+91 69385 67398,Married,UPI,Google Pay,Payment via Google Pay (UPI),"Mane, Jani and Jaggi",manejaniandjaggi5605@gmail.com,+91 98617 31067,2024-10-09,LOC0039,1.1,Footwear,Axis Bank,2953855257,UTIB9500715,Shaan Issac,+91 91500 02649,Male,2021-10-06,Full-Time,Bike,LOC0057,Madhya Pradesh,Ujjain,407295,Central,35.39117,74.15615,Semi-Urban,Tier-3
894,OL00000895,ORD0147880,2026-03-17,2026-03-17,CUST086384,PROD001223,Office Supplies,SELL4430,4.7,LOC0049,DEL06440,PAY011,CAMP0151,FUL003,3,19999,6.45,5.0,215.79,2026-03-18,2026-03-18,4.1,Completed,False,0.0,,4.5,Professional look and finish.,0.45,0,1,59997,3869.8065,2999.85,59342.8335,High-Back Executive Chair,Featherlite,divyansh,divyanshdar@gmail.com,+91 75015 34646,Married,Wallet,Paytm,Payment via Paytm (Wallet),Jha PLC,jhaplc1034@gmail.com,+91 71692 75634,2023-07-06,LOC0045,4.7,Office Supplies,Axis Bank,7149680000000,UTIB4510048,Tejas Kuruvilla,+91 63494 16723,Male,2025-09-12,Full-Time,Van,LOC0049,Rajasthan,Kota,602283,North,31.262791,70.133315,Semi-Urban,Tier-3
895,OL00000896,ORD0263561,2025-07-10,2025-07-10,CUST089881,PROD000932,Jewellery,SELL1444,3.934731896884441,LOC0092,DEL02977,PAY014,CAMP0107,FUL002,4,999,4.12,5.0,86.64,2025-07-12,2025-07-12,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,2,3996,164.6352,199.8,4117.8048,Boho Layered Chain Necklace,Shaya,kaira,kairaghose6057@gmail.com,+91 61798 09393,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Rajan, Mani and Vora",rajanmaniandvora2924@gmail.com,+91 91526 40637,2021-06-14,LOC0010,2.4,Jewellery,Axis Bank,3483840619,UTIB1114678,Indranil Dhillon,+91 60936 62626,Male,2024-12-17,Full-Time,EV Bike,LOC0092,Punjab,Bathinda,272724,North,13.149433,81.263689,Semi-Urban,Tier-3
